[Header]	
System	TOC-L	
S/W Version	1.00	
User		
Date/Time	5/07/2018 11:21:12 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/Sparge Kit/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Unknown	TOC	800m_SP3_HWC_diluted1to20	84	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 1:03:53 AM	1	1	IC	1.591	0.4621	TOC:21.00mg/L TC:21.51mg/L IC:0.5041mg/L	0	50	
Unknown	TOC	800m_SP3_HWC_diluted1to20	84	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 1:06:24 AM	1	2	IC	2.232	0.6483	TOC:21.00mg/L TC:21.51mg/L IC:0.5041mg/L	0	50	
Unknown	TOC	800m_SP3_HWC_diluted1to20	84	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 1:08:53 AM	1	3	IC	1.384	0.4020	TOC:21.00mg/L TC:21.51mg/L IC:0.5041mg/L	0	50	
Unknown	TOC	1200m_SP4_HWC_diluted1to20	85	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 1:14:26 AM	1	1	TC	119.3	32.58	TOC:31.84mg/L TC:32.66mg/L IC:0.8233mg/L	0	50	
Unknown	TOC	1200m_SP4_HWC_diluted1to20	85	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 1:18:25 AM	1	2	TC	123.6	33.75	TOC:31.84mg/L TC:32.66mg/L IC:0.8233mg/L	0	50	
Unknown	TOC	1200m_SP4_HWC_diluted1to20	85	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 1:21:15 AM	1	3	TC	115.9	31.65	TOC:31.84mg/L TC:32.66mg/L IC:0.8233mg/L	0	50	
Unknown	TOC	1200m_SP4_HWC_diluted1to20	85	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 1:23:49 AM	1	1	IC	0.5753	0.1671	TOC:31.84mg/L TC:32.66mg/L IC:0.8233mg/L	0	50	
Unknown	TOC	1200m_SP4_HWC_diluted1to20	85	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 1:27:28 AM	1	2	IC	7.217	2.096	TOC:31.84mg/L TC:32.66mg/L IC:0.8233mg/L	0	50	
Unknown	TOC	1200m_SP4_HWC_diluted1to20	85	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 1:29:37 AM	1	3	IC	0.7119	0.2068	TOC:31.84mg/L TC:32.66mg/L IC:0.8233mg/L	0	50	
Unknown	TOC	1300m_SP3_HWC_diluted1to20	86	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 1:37:34 AM	1	1	TC	113.9	31.10	TOC:29.87mg/L TC:30.37mg/L IC:0.4969mg/L	0	50	
Unknown	TOC	1300m_SP3_HWC_diluted1to20	86	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 1:40:23 AM	1	2	TC	111.8	30.53	TOC:29.87mg/L TC:30.37mg/L IC:0.4969mg/L	0	50	
Unknown	TOC	1300m_SP3_HWC_diluted1to20	86	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 1:43:10 AM	1	3	TC	107.9	29.46	TOC:29.87mg/L TC:30.37mg/L IC:0.4969mg/L	0	50	
Unknown	TOC	1300m_SP3_HWC_diluted1to20	86	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 1:46:06 AM	1	1	IC	1.632	0.4740	TOC:29.87mg/L TC:30.37mg/L IC:0.4969mg/L	0	50	
Unknown	TOC	1300m_SP3_HWC_diluted1to20	86	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 1:48:40 AM	1	2	IC	2.041	0.5928	TOC:29.87mg/L TC:30.37mg/L IC:0.4969mg/L	0	50	
Unknown	TOC	1300m_SP3_HWC_diluted1to20	86	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 1:51:11 AM	1	3	IC	1.460	0.4240	TOC:29.87mg/L TC:30.37mg/L IC:0.4969mg/L	0	50	
Unknown	TOC	600m_SP2_HWC_diluted1to20	87	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 1:56:46 AM	1	1	TC	87.94	24.01	TOC:23.60mg/L TC:24.04mg/L IC:0.4337mg/L	0	50	
Unknown	TOC	600m_SP2_HWC_diluted1to20	87	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 1:59:31 AM	1	2	TC	88.28	24.11	TOC:23.60mg/L TC:24.04mg/L IC:0.4337mg/L	0	50	
Unknown	TOC	600m_SP2_HWC_diluted1to20	87	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 2:02:17 AM	1	3	TC	87.86	23.99	TOC:23.60mg/L TC:24.04mg/L IC:0.4337mg/L	0	50	
Unknown	TOC	600m_SP2_HWC_diluted1to20	87	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 2:05:13 AM	1	1	IC	1.877	0.5451	TOC:23.60mg/L TC:24.04mg/L IC:0.4337mg/L	0	50	
Unknown	TOC	600m_SP2_HWC_diluted1to20	87	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 2:07:45 AM	1	2	IC	1.564	0.4542	TOC:23.60mg/L TC:24.04mg/L IC:0.4337mg/L	0	50	
Unknown	TOC	600m_SP2_HWC_diluted1to20	87	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 2:09:54 AM	1	3	IC	1.039	0.3018	TOC:23.60mg/L TC:24.04mg/L IC:0.4337mg/L	0	50	
Unknown	TOC	1300m_SP4_HWC_diluted1to20	88	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 2:15:29 AM	1	1	TC	171.4	46.80	TOC:45.92mg/L TC:46.43mg/L IC:0.5072mg/L	0	50	
Unknown	TOC	1300m_SP4_HWC_diluted1to20	88	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 2:18:15 AM	1	2	TC	170.3	46.50	TOC:45.92mg/L TC:46.43mg/L IC:0.5072mg/L	0	50	
Unknown	TOC	1300m_SP4_HWC_diluted1to20	88	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 2:20:59 AM	1	3	TC	168.4	45.98	TOC:45.92mg/L TC:46.43mg/L IC:0.5072mg/L	0	50	
Unknown	TOC	1300m_SP4_HWC_diluted1to20	88	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 2:23:33 AM	1	1	IC	1.299	0.3773	TOC:45.92mg/L TC:46.43mg/L IC:0.5072mg/L	0	50	
Unknown	TOC	1300m_SP4_HWC_diluted1to20	88	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 2:25:54 AM	1	2	IC	3.465	1.006	TOC:45.92mg/L TC:46.43mg/L IC:0.5072mg/L	0	50	
Unknown	TOC	1300m_SP4_HWC_diluted1to20	88	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 2:28:17 AM	1	3	IC	0.4748	0.1379	TOC:45.92mg/L TC:46.43mg/L IC:0.5072mg/L	0	50	
Unknown	TOC	300m_SP4_HWC_diluted1to20	89	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 2:36:14 AM	1	1	TC	46.17	12.61	TOC:11.24mg/L TC:11.67mg/L IC:0.4291mg/L	0	50	
Unknown	TOC	300m_SP4_HWC_diluted1to20	89	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 2:39:02 AM	1	2	TC	41.11	11.23	TOC:11.24mg/L TC:11.67mg/L IC:0.4291mg/L	0	50	
Unknown	TOC	300m_SP4_HWC_diluted1to20	89	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 2:41:39 AM	1	3	TC	40.90	11.17	TOC:11.24mg/L TC:11.67mg/L IC:0.4291mg/L	0	50	
Unknown	TOC	300m_SP4_HWC_diluted1to20	89	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 2:44:34 AM	1	1	IC	1.850	0.5373	TOC:11.24mg/L TC:11.67mg/L IC:0.4291mg/L	0	50	
Unknown	TOC	300m_SP4_HWC_diluted1to20	89	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 2:47:05 AM	1	2	IC	1.496	0.4345	TOC:11.24mg/L TC:11.67mg/L IC:0.4291mg/L	0	50	
Unknown	TOC	300m_SP4_HWC_diluted1to20	89	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 2:49:33 AM	1	3	IC	1.086	0.3154	TOC:11.24mg/L TC:11.67mg/L IC:0.4291mg/L	0	50	
Unknown	TOC	900m_SP2_HWC_diluted1to20	90	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 2:55:06 AM	1	1	TC	111.4	30.42	TOC:30.01mg/L TC:30.42mg/L IC:0.4101mg/L	0	50	
Unknown	TOC	900m_SP2_HWC_diluted1to20	90	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 2:57:55 AM	1	2	TC	111.3	30.39	TOC:30.01mg/L TC:30.42mg/L IC:0.4101mg/L	0	50	
Unknown	TOC	900m_SP2_HWC_diluted1to20	90	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 3:00:38 AM	1	3	TC	111.5	30.45	TOC:30.01mg/L TC:30.42mg/L IC:0.4101mg/L	0	50	
Unknown	TOC	900m_SP2_HWC_diluted1to20	90	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 3:03:33 AM	1	1	IC	1.747	0.5074	TOC:30.01mg/L TC:30.42mg/L IC:0.4101mg/L	0	50	
Unknown	TOC	900m_SP2_HWC_diluted1to20	90	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 3:06:03 AM	1	2	IC	1.482	0.4304	TOC:30.01mg/L TC:30.42mg/L IC:0.4101mg/L	0	50	
Unknown	TOC	900m_SP2_HWC_diluted1to20	90	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 3:08:12 AM	1	3	IC	1.007	0.2925	TOC:30.01mg/L TC:30.42mg/L IC:0.4101mg/L	0	50	
Unknown	TOC	1200m_SP2_HWC_diluted1to20	91	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 3:13:40 AM	1	1	TC	103.5	28.26	TOC:27.67mg/L TC:28.19mg/L IC:0.5210mg/L	0	50	
Unknown	TOC	1200m_SP2_HWC_diluted1to20	91	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 3:16:17 AM	1	2	TC	103.3	28.21	TOC:27.67mg/L TC:28.19mg/L IC:0.5210mg/L	0	50	
Unknown	TOC	1200m_SP2_HWC_diluted1to20	91	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 3:18:55 AM	1	3	TC	102.9	28.10	TOC:27.67mg/L TC:28.19mg/L IC:0.5210mg/L	0	50	
Unknown	TOC	1200m_SP2_HWC_diluted1to20	91	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 3:21:53 AM	1	1	IC	2.001	0.5812	TOC:27.67mg/L TC:28.19mg/L IC:0.5210mg/L	0	50	
Unknown	TOC	1200m_SP2_HWC_diluted1to20	91	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 3:24:21 AM	1	2	IC	1.496	0.4345	TOC:27.67mg/L TC:28.19mg/L IC:0.5210mg/L	0	50	
Unknown	TOC	1200m_SP2_HWC_diluted1to20	91	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 3:26:51 AM	1	3	IC	1.885	0.5475	TOC:27.67mg/L TC:28.19mg/L IC:0.5210mg/L	0	50	
Unknown	TOC	1100m_SP2_HWC_diluted1to20	92	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 3:32:18 AM	1	1	TC	136.5	37.27	TOC:37.27mg/L TC:37.47mg/L IC:0.1977mg/L	0	50	
Unknown	TOC	1100m_SP2_HWC_diluted1to20	92	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 3:35:04 AM	1	2	TC	137.0	37.41	TOC:37.27mg/L TC:37.47mg/L IC:0.1977mg/L	0	50	
Unknown	TOC	1100m_SP2_HWC_diluted1to20	92	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 3:38:01 AM	1	3	TC	138.1	37.71	TOC:37.27mg/L TC:37.47mg/L IC:0.1977mg/L	0	50	
Unknown	TOC	1100m_SP2_HWC_diluted1to20	92	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 3:40:35 AM	1	1	IC	0.7758	0.2253	TOC:37.27mg/L TC:37.47mg/L IC:0.1977mg/L	0	50	
Unknown	TOC	1100m_SP2_HWC_diluted1to20	92	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 3:42:48 AM	1	2	IC	0.6216	0.1805	TOC:37.27mg/L TC:37.47mg/L IC:0.1977mg/L	0	50	
Unknown	TOC	1100m_SP2_HWC_diluted1to20	92	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 3:44:55 AM	1	3	IC	0.6452	0.1874	TOC:37.27mg/L TC:37.47mg/L IC:0.1977mg/L	0	50	
Unknown	TOC	1400m_SP2_HWC_diluted1to20	93	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 3:50:48 AM	1	1	TC	147.5	40.28	TOC:40.49mg/L TC:40.97mg/L IC:0.4793mg/L	0	50	
Unknown	TOC	1400m_SP2_HWC_diluted1to20	93	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 3:55:57 AM	1	2	TC	155.7	42.52	TOC:40.49mg/L TC:40.97mg/L IC:0.4793mg/L	0	50	
Unknown	TOC	1400m_SP2_HWC_diluted1to20	93	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 3:58:36 AM	1	3	TC	146.9	40.11	TOC:40.49mg/L TC:40.97mg/L IC:0.4793mg/L	0	50	
Unknown	TOC	1400m_SP2_HWC_diluted1to20	93	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 4:01:31 AM	1	1	IC	1.847	0.5364	TOC:40.49mg/L TC:40.97mg/L IC:0.4793mg/L	0	50	
Unknown	TOC	1400m_SP2_HWC_diluted1to20	93	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 4:04:01 AM	1	2	IC	1.550	0.4502	TOC:40.49mg/L TC:40.97mg/L IC:0.4793mg/L	0	50	
Unknown	TOC	1400m_SP2_HWC_diluted1to20	93	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 4:06:32 AM	1	3	IC	1.554	0.4513	TOC:40.49mg/L TC:40.97mg/L IC:0.4793mg/L	0	50	
Unknown	TOC	1300m_SP2_HWC_diluted1to20	94	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 4:12:00 AM	1	1	TC	100.1	27.33	TOC:26.65mg/L TC:27.16mg/L IC:0.5120mg/L	0	50	
Unknown	TOC	1300m_SP2_HWC_diluted1to20	94	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 4:14:41 AM	1	2	TC	99.63	27.21	TOC:26.65mg/L TC:27.16mg/L IC:0.5120mg/L	0	50	
Unknown	TOC	1300m_SP2_HWC_diluted1to20	94	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 4:17:21 AM	1	3	TC	98.66	26.94	TOC:26.65mg/L TC:27.16mg/L IC:0.5120mg/L	0	50	
Unknown	TOC	1300m_SP2_HWC_diluted1to20	94	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 4:20:16 AM	1	1	IC	2.278	0.6616	TOC:26.65mg/L TC:27.16mg/L IC:0.5120mg/L	0	50	
Unknown	TOC	1300m_SP2_HWC_diluted1to20	94	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 4:22:46 AM	1	2	IC	1.532	0.4449	TOC:26.65mg/L TC:27.16mg/L IC:0.5120mg/L	0	50	
Unknown	TOC	1300m_SP2_HWC_diluted1to20	94	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 4:25:16 AM	1	3	IC	1.479	0.4296	TOC:26.65mg/L TC:27.16mg/L IC:0.5120mg/L	0	50	
Unknown	TOC	1200m_SP3_HWC_diluted1to20	95	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 4:30:47 AM	1	1	TC	113.7	31.05	TOC:30.64mg/L TC:31.02mg/L IC:0.3830mg/L	0	50	
Unknown	TOC	1200m_SP3_HWC_diluted1to20	95	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 4:33:29 AM	1	2	TC	114.5	31.27	TOC:30.64mg/L TC:31.02mg/L IC:0.3830mg/L	0	50	
Unknown	TOC	1200m_SP3_HWC_diluted1to20	95	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 4:36:17 AM	1	3	TC	112.6	30.75	TOC:30.64mg/L TC:31.02mg/L IC:0.3830mg/L	0	50	
Unknown	TOC	1200m_SP3_HWC_diluted1to20	95	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 4:39:12 AM	1	1	IC	1.404	0.4078	TOC:30.64mg/L TC:31.02mg/L IC:0.3830mg/L	0	50	
Unknown	TOC	1200m_SP3_HWC_diluted1to20	95	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 4:41:44 AM	1	2	IC	1.158	0.3363	TOC:30.64mg/L TC:31.02mg/L IC:0.3830mg/L	0	50	
Unknown	TOC	1200m_SP3_HWC_diluted1to20	95	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 4:44:16 AM	1	3	IC	1.394	0.4049	TOC:30.64mg/L TC:31.02mg/L IC:0.3830mg/L	0	50	
Unknown	TOC	900m_SP4_HWC_diluted1to20	96	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 4:49:57 AM	1	1	TC	268.4	73.29	TOC:72.26mg/L TC:72.84mg/L IC:0.5816mg/L	0	50	
Unknown	TOC	900m_SP4_HWC_diluted1to20	96	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 4:52:42 AM	1	2	TC	267.5	73.05	TOC:72.26mg/L TC:72.84mg/L IC:0.5816mg/L	0	50	
Unknown	TOC	900m_SP4_HWC_diluted1to20	96	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 4:55:25 AM	1	3	TC	264.3	72.17	TOC:72.26mg/L TC:72.84mg/L IC:0.5816mg/L	0	50	
Unknown	TOC	900m_SP4_HWC_diluted1to20	96	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 4:58:20 AM	1	1	IC	1.384	0.4020	TOC:72.26mg/L TC:72.84mg/L IC:0.5816mg/L	0	50	
Unknown	TOC	900m_SP4_HWC_diluted1to20	96	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 5:00:50 AM	1	2	IC	0.9051	0.2629	TOC:72.26mg/L TC:72.84mg/L IC:0.5816mg/L	0	50	
Unknown	TOC	900m_SP4_HWC_diluted1to20	96	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 5:03:27 AM	1	3	IC	3.718	1.080	TOC:72.26mg/L TC:72.84mg/L IC:0.5816mg/L	0	50	
Unknown	TOC	600m_SP3_HWC_diluted1to20	97	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 5:08:57 AM	1	1	TC	63.90	17.45	TOC:17.55mg/L TC:17.97mg/L IC:0.4242mg/L	0	50	
Unknown	TOC	600m_SP3_HWC_diluted1to20	97	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 5:11:41 AM	1	2	TC	63.74	17.41	TOC:17.55mg/L TC:17.97mg/L IC:0.4242mg/L	0	50	
Unknown	TOC	600m_SP3_HWC_diluted1to20	97	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 5:16:48 AM	1	3	TC	69.79	19.06	TOC:17.55mg/L TC:17.97mg/L IC:0.4242mg/L	0	50	
Unknown	TOC	600m_SP3_HWC_diluted1to20	97	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 5:19:43 AM	1	1	IC	1.398	0.4060	TOC:17.55mg/L TC:17.97mg/L IC:0.4242mg/L	0	50	
